0.000000000	1.000000000	0.000000000	1.000000000	1.000000000	0.000000000	1.000000000
2.000000000	0.998557203	0.048381719	0.999728603	0.998557203	0.048381719	0.999728603
4.000000000	0.994235809	0.096571511	0.998914861	0.994235809	0.096571511	0.998914861
6.000000000	0.987056757	0.144378545	0.997560127	0.987056757	0.144378545	0.997560127
8.000000000	0.977054799	0.191614165	0.995666645	0.977054799	0.191614165	0.995666645
10.000000000	0.964278269	0.238092960	0.993237554	0.964278269	0.238092960	0.993237554
12.000000000	0.948788773	0.283633816	0.990276869	0.948788773	0.283633816	0.990276869
14.000000000	0.930660791	0.328060919	0.986789478	0.930660791	0.328060919	0.986789478
16.000000000	0.909981193	0.371204742	0.982781121	0.909981193	0.371204742	0.982781121
18.000000000	0.886848686	0.412902970	0.978258378	0.886848686	0.412902970	0.978258378
20.000000000	0.861373182	0.453001377	0.973228650	0.861373182	0.453001377	0.973228650
22.000000000	0.833675092	0.491354653	0.967700136	0.833675092	0.491354653	0.967700136
24.000000000	0.803884568	0.527827157	0.961681811	0.803884568	0.527827157	0.961681811
26.000000000	0.772140680	0.562293608	0.955183402	0.772140680	0.562293608	0.955183402
28.000000000	0.738590544	0.594639700	0.948215358	0.738590544	0.594639700	0.948215358
30.000000000	0.703388409	0.624762642	0.940788824	0.703388409	0.624762642	0.940788824
32.000000000	0.666694700	0.652571615	0.932915610	0.666694700	0.652571615	0.932915610
34.000000000	0.628675040	0.677988154	0.924608156	0.628675040	0.677988154	0.924608156
36.000000000	0.589499244	0.700946434	0.915879502	0.589499244	0.700946434	0.915879502
38.000000000	0.549340299	0.721393483	0.906743250	0.549340299	0.721393483	0.906743250
40.000000000	0.508373341	0.739289299	0.897213532	0.508373341	0.739289299	0.897213532
42.000000000	0.466774625	0.754606885	0.887304965	0.466774625	0.754606885	0.887304965
44.000000000	0.424720507	0.767332203	0.877032622	0.424720507	0.767332203	0.877032622
46.000000000	0.382386447	0.777464041	0.866411987	0.382386447	0.777464041	0.866411987
48.000000000	0.339946022	0.785013797	0.855458917	0.339946022	0.785013797	0.855458917
50.000000000	0.297569974	0.790005189	0.844189604	0.297569974	0.790005189	0.844189604
52.000000000	0.255425297	0.792473891	0.832620532	0.255425297	0.792473891	0.832620532
54.000000000	0.213674360	0.792467094	0.820768437	0.213674360	0.792467094	0.820768437
56.000000000	0.172474077	0.790043004	0.808650267	0.172474077	0.790043004	0.808650267
58.000000000	0.131975132	0.785270278	0.796283144	0.131975132	0.785270278	0.796283144
60.000000000	0.092321256	0.778227406	0.783684318	0.092321256	0.778227406	0.783684318
62.000000000	0.053648570	0.769002037	0.770871132	0.053648570	0.769002037	0.770871132
64.000000000	0.016084992	0.757690267	0.757860982	0.016084992	0.757690267	0.757860982
66.000000000	-0.020250300	0.744395886	0.744671276	-0.020250300	0.744395886	0.744671276
68.000000000	-0.055247319	0.729229591	0.731319399	-0.055247319	0.729229591	0.731319399
70.000000000	-0.088805660	0.712308179	0.717822671	-0.088805660	0.712308179	0.717822671
72.000000000	-0.120834819	0.693753714	0.704198317	-0.120834819	0.693753714	0.704198317
74.000000000	-0.151254432	0.673692689	0.690463426	-0.151254432	0.673692689	0.690463426
76.000000000	-0.179994452	0.652255175	0.676634920	-0.179994452	0.652255175	0.676634920
78.000000000	-0.206995242	0.629573975	0.662729522	-0.206995242	0.629573975	0.662729522
80.000000000	-0.232207611	0.605783782	0.648763721	-0.232207611	0.605783782	0.648763721
82.000000000	-0.255592767	0.581020353	0.634753742	-0.255592767	0.581020353	0.634753742
84.000000000	-0.277122219	0.555419692	0.620715521	-0.277122219	0.555419692	0.620715521
86.000000000	-0.296777600	0.529117268	0.606664674	-0.296777600	0.529117268	0.606664674
88.000000000	-0.314550440	0.502247252	0.592616471	-0.314550440	0.502247252	0.592616471
90.000000000	-0.330441878	0.474941795	0.578585813	-0.330441878	0.474941795	0.578585813
92.000000000	-0.344462323	0.447330333	0.564587211	-0.344462323	0.447330333	0.564587211
94.000000000	-0.356631061	0.419538945	0.550634761	-0.356631061	0.419538945	0.550634761
96.000000000	-0.366975823	0.391689743	0.536742125	-0.366975823	0.391689743	0.536742125
98.000000000	-0.375532312	0.363900320	0.522922519	-0.375532312	0.363900320	0.522922519
100.000000000	-0.382343693	0.336283244	0.509188688	-0.382343693	0.336283244	0.509188688
102.000000000	-0.387460054	0.308945597	0.495552899	-0.387460054	0.308945597	0.495552899
104.000000000	-0.390937842	0.281988579	0.482026924	-0.390937842	0.281988579	0.482026924
106.000000000	-0.392839283	0.255507156	0.468622032	-0.392839283	0.255507156	0.468622032
108.000000000	-0.393231777	0.229589766	0.455348977	-0.393231777	0.229589766	0.455348977
110.000000000	-0.392187294	0.204318084	0.442217993	-0.392187294	0.204318084	0.442217993
112.000000000	-0.389781758	0.179766833	0.429238783	-0.389781758	0.179766833	0.429238783
114.000000000	-0.386094433	0.156003653	0.416420521	-0.386094433	0.156003653	0.416420521
116.000000000	-0.381207313	0.133089023	0.403771845	-0.381207313	0.133089023	0.403771845
118.000000000	-0.375204519	0.111076232	0.391300857	-0.375204519	0.111076232	0.391300857
120.000000000	-0.368171712	0.090011397	0.379015120	-0.368171712	0.090011397	0.379015120
122.000000000	-0.360195514	0.069933533	0.366921664	-0.360195514	0.069933533	0.366921664
124.000000000	-0.351362961	0.050874659	0.355026987	-0.351362961	0.050874659	0.355026987
126.000000000	-0.341760967	0.032859951	0.343337057	-0.341760967	0.032859951	0.343337057
128.000000000	-0.331475819	0.015907932	0.331857320	-0.331475819	0.015907932	0.331857320
130.000000000	-0.320592705	0.000030699	0.320592707	-0.320592705	0.000030699	0.320592707
132.000000000	-0.309195262	-0.014765827	0.309547637	-0.309195262	-0.014765827	0.309547637
134.000000000	-0.297365163	-0.028481608	0.298726032	-0.297365163	-0.028481608	0.298726032
136.000000000	-0.285181741	-0.041122187	0.288131323	-0.285181741	-0.041122187	0.288131323
138.000000000	-0.272721636	-0.052698351	0.277766461	-0.272721636	-0.052698351	0.277766461
140.000000000	-0.260058494	-0.063225785	0.267633929	-0.260058494	-0.063225785	0.267633929
142.000000000	-0.247262686	-0.072724708	0.257735755	-0.247262686	-0.072724708	0.257735755
144.000000000	-0.234401078	-0.081219498	0.248073522	-0.234401078	-0.081219498	0.248073522
146.000000000	-0.221536826	-0.088738309	0.238648387	-0.221536826	-0.088738309	0.238648387
148.000000000	-0.208729211	-0.095312687	0.229461091	-0.208729211	-0.095312687	0.229461091
150.000000000	-0.196033516	-0.100977181	0.220511973	-0.196033516	-0.100977181	0.220511973
152.000000000	-0.183500921	-0.105768955	0.211800991	-0.183500921	-0.105768955	0.211800991
154.000000000	-0.171178451	-0.109727408	0.203327731	-0.171178451	-0.109727408	0.203327731
156.000000000	-0.159108939	-0.112893801	0.195091427	-0.159108939	-0.112893801	0.195091427
158.000000000	-0.147331030	-0.115310886	0.187090975	-0.147331030	-0.115310886	0.187090975
160.000000000	-0.135879205	-0.117022559	0.179324950	-0.135879205	-0.117022559	0.179324950
162.000000000	-0.124783842	-0.118073516	0.171791625	-0.124783842	-0.118073516	0.171791625
164.000000000	-0.114071289	-0.118508931	0.164488983	-0.114071289	-0.118508931	0.164488983
166.000000000	-0.103763972	-0.118374144	0.157414738	-0.103763972	-0.118374144	0.157414738
168.000000000	-0.093880513	-0.117714375	0.150566347	-0.093880513	-0.117714375	0.150566347
